DATE,Total.Accidents,Minimum.temperature.Degree.C,Maximum.temperature.Degree.C,Temperature.range.Degree.C,Rainfall.amount.millimetres,EHF
30/01/2016,4,11.6,24.3,12.7,12.6,0.00
31/01/2016,2,14,25.2,11.2,19.6,0.00
1/02/2016,3,11.7,26.2,14.5,0.2,0.00
2/02/2016,2,12.9,29.4,16.5,0,0.00
3/02/2016,2,18.5,21.4,2.9,0.2,0.00
4/02/2016,2,13.5,26.4,12.9,1,0.00
5/02/2016,6,13.3,24.6,11.3,0,0.00
6/02/2016,1,14.5,28,13.5,0,0.00
7/02/2016,9,11.6,33.9,22.3,0,0.00
8/02/2016,6,18,27.3,9.3,0,0.00
9/02/2016,1,12,29.1,17.1,0,0.00
10/02/2016,5,13.4,28.2,14.8,0,0.00
11/02/2016,3,10.8,27.6,16.8,0.2,0.00
12/02/2016,3,11.2,29.2,18,0,0.00
13/02/2016,2,14.2,36.2,22,0,0.00
14/02/2016,3,15.9,25.3,9.4,0,0.00
15/02/2016,1,10,25.5,15.5,0,0.00
16/02/2016,2,12.7,21.1,8.4,1.8,0.00
17/02/2016,6,11.6,21.5,9.9,0.4,0.00
18/02/2016,4,13.3,22.8,9.5,2.6,0.00
19/02/2016,2,11.8,26.3,14.5,0.2,0.00
20/02/2016,5,13.7,22.5,8.8,0.2,0.00
21/02/2016,3,9.5,27.3,17.8,0,0.00
22/02/2016,5,10.9,28.8,17.9,0,7.51
23/02/2016,4,16.2,40.6,24.4,0.2,15.33
24/02/2016,7,20,33.4,13.4,0,0.00
25/02/2016,1,17.6,28.8,11.2,0,0.00
26/02/2016,2,15.1,24.4,9.3,0,0.00
27/02/2016,6,10.8,26.9,16.1,0,0.00
28/02/2016,3,15.6,25.6,10,0,0.00
29/02/2016,2,13.9,27,13.1,0,0.00
1/03/2016,2,15.9,34.1,18.2,0,3.06
2/03/2016,4,13.4,36.4,23,0,1.76
3/03/2016,2,16.7,29.5,12.8,0,0.00
4/03/2016,3,14.4,33.9,19.5,0,0.34
5/03/2016,3,17.6,23.4,5.8,0.6,0.00
6/03/2016,5,18.1,34.4,16.3,0,5.95
7/03/2016,1,17.8,27.6,9.8,0,1.26
8/03/2016,2,19.9,32.7,12.8,1.4,0.00
9/03/2016,2,15.7,30.2,14.5,0,0.00
10/03/2016,6,17.9,22.6,4.7,1.4,0.00
11/03/2016,7,18.9,31,12.1,10,0.00
12/03/2016,4,18.1,27.5,9.4,0,0.00
13/03/2016,6,18.3,27.2,8.9,0,0.00
14/03/2016,8,17.7,23.2,5.5,0.2,0.00
15/03/2016,0,15.8,21,5.2,1.4,0.00
16/03/2016,0,16.9,26.2,9.3,0,0.00
17/03/2016,0,13,31.9,18.9,0,0.00
18/03/2016,5,15.1,16.2,1.1,27.2,0.00
19/03/2016,0,11,18.7,7.7,4.8,0.00
20/03/2016,5,4.6,20.3,15.7,0,0.00
21/03/2016,4,7.3,21.6,14.3,0.2,0.00
22/03/2016,5,12.2,23.3,11.1,0,0.00
23/03/2016,2,7.6,28.8,21.2,0,0.00
24/03/2016,1,12.2,22.4,10.2,0.2,0.00
25/03/2016,7,14.3,23,8.7,0,0.00
26/03/2016,10,11.6,21.3,9.7,0,0.00
27/03/2016,2,13,19.2,6.2,0,0.00
28/03/2016,1,11.9,17.4,5.5,0,0.00
29/03/2016,2,12.9,17.3,4.4,0,0.00
30/03/2016,4,12.4,17.8,5.4,0.4,0.00
31/03/2016,1,6.8,24.3,17.5,1,0.00
1/04/2016,1,7.6,26.2,18.6,0,0.00
2/04/2016,2,11.2,20.2,9,0,0.00
3/04/2016,5,5.2,20.5,15.3,0,0.00
4/04/2016,1,4.3,21.7,17.4,0.2,0.00
5/04/2016,3,6.8,29.7,22.9,0,0.00
6/04/2016,3,13.4,14.8,1.4,1.6,0.00
7/04/2016,4,8,17.7,9.7,15.6,0.00
8/04/2016,2,9.3,20.3,11,0,0.00
9/04/2016,5,4.3,20.3,16,0,0.00
10/04/2016,0,10.3,21.8,11.5,0,0.00
11/04/2016,1,13.8,20.3,6.5,0,0.00
12/04/2016,1,12.8,20.2,7.4,0.6,0.00
13/04/2016,0,10.1,19.8,9.7,0,0.00
14/04/2016,4,11.5,25.4,13.9,0,0.00
15/04/2016,4,11,26.6,15.6,0,0.00
16/04/2016,4,10.7,21.1,10.4,0,0.00
17/04/2016,5,10,18.7,8.7,0,0.00
18/04/2016,0,9.1,24.1,15,0,0.00
19/04/2016,5,6.9,27.2,20.3,0,0.00
20/04/2016,3,7.2,27.6,20.4,0,0.00
21/04/2016,1,7.9,24.6,16.7,0,0.00
22/04/2016,2,12.3,18.4,6.1,9.2,0.00
23/04/2016,4,9.6,19,9.4,0.2,0.00
24/04/2016,8,5.3,21.8,16.5,0.2,0.00
25/04/2016,3,6.7,24.2,17.5,0.2,0.00
26/04/2016,2,4.2,25.1,20.9,0,0.00
27/04/2016,4,2.8,26.9,24.1,0,0.00
28/04/2016,4,10.5,22.9,12.4,0,0.00
29/04/2016,3,11.2,18.2,7,0,0.00
30/04/2016,3,10.9,25.7,14.8,3.6,0.00
1/05/2016,2,11.2,18.2,7,6.4,0.00
2/05/2016,2,4.6,18.9,14.3,4.4,0.00
3/05/2016,5,11,22.6,11.6,0,0.00
4/05/2016,0,9,17.4,8.4,2.8,0.00
5/05/2016,4,4.5,21.5,17,0,0.00
6/05/2016,0,5.3,26.2,20.9,0,0.00
7/05/2016,5,6.9,25.9,19,0,0.00
8/05/2016,2,8.1,15.6,7.5,0.6,0.00
9/05/2016,3,11.6,18.5,6.9,4.8,0.00
10/05/2016,4,10.5,16.7,6.2,4.8,0.00
11/05/2016,3,9.5,16.2,6.7,11.8,0.00
12/05/2016,3,12.6,19.1,6.5,1,0.00
13/05/2016,2,14.6,19.8,5.2,0,0.00
14/05/2016,5,3.4,22.8,19.4,0,0.00
15/05/2016,5,8.9,20.6,11.7,0,0.00
16/05/2016,3,2.1,20.3,18.2,0,0.00
17/05/2016,2,7.6,17.3,9.7,0.4,0.00
18/05/2016,4,8.4,18.1,9.7,0,0.00
19/05/2016,3,11.1,18.6,7.5,0,0.00
20/05/2016,1,11.5,17.8,6.3,7,0.00
21/05/2016,8,2.5,18,15.5,0,0.00
22/05/2016,1,4.6,23,18.4,0.2,0.00
23/05/2016,6,6.5,15,8.5,3.8,0.00
24/05/2016,0,9.8,15,5.2,5.4,0.00
25/05/2016,2,2.9,13.9,11,0.2,0.00
26/05/2016,6,6.6,11.6,5,2.6,0.00
27/05/2016,1,7.6,13.6,6,5.6,0.00
28/05/2016,2,1.9,14,12.1,3,0.00
29/05/2016,0,5.9,14.3,8.4,0.4,0.00
30/05/2016,1,-0.4,14.6,15,0.2,0.00
31/05/2016,3,2.7,15,12.3,0,0.00
1/06/2016,1,0.8,15.7,14.9,0,0.00
2/06/2016,1,3.9,14.8,10.9,0.2,0.00
3/06/2016,4,6.9,15.6,8.7,0.2,0.00
4/06/2016,4,9,15.2,6.2,3,0.00
5/06/2016,3,12.4,14.1,1.7,6.6,0.00
6/06/2016,3,10.1,16,5.9,13.6,0.00
7/06/2016,1,5.5,16,10.5,0,0.00
8/06/2016,1,11.1,16.2,5.1,0,0.00
9/06/2016,3,5.5,17,11.5,4,0.00
10/06/2016,4,10.1,14.4,4.3,6.4,0.00
11/06/2016,3,8.7,12.2,3.5,2,0.00
12/06/2016,5,4.7,13.1,8.4,6,0.00
13/06/2016,3,-0.5,14.5,15,0.2,0.00
14/06/2016,1,-0.6,14.3,14.9,0.2,0.00
15/06/2016,3,-0.2,15.1,15.3,0,0.00
16/06/2016,4,1.5,11.9,10.4,0.4,0.00
17/06/2016,5,2.2,16.2,14,2,0.00
18/06/2016,4,9.7,12.1,2.4,1.6,0.00
19/06/2016,1,6.3,12.7,6.4,0.6,0.00
20/06/2016,3,8.9,12.9,4,12.2,0.00
21/06/2016,1,9.8,15.1,5.3,4.6,0.00
22/06/2016,1,10.3,15,4.7,0.4,0.00
23/06/2016,1,9.1,16.3,7.2,0.8,0.00
24/06/2016,4,3.4,8,4.6,9.6,0.00
25/06/2016,6,3.1,11.3,8.2,14.2,0.00
26/06/2016,5,1.3,11.8,10.5,0.2,0.00
27/06/2016,2,-0.2,11.4,11.6,0.2,0.00
28/06/2016,0,4,14.8,10.8,0.2,0.00
29/06/2016,4,4.5,16.3,11.8,0,0.00
30/06/2016,1,1.7,15.3,13.6,0,0.00
1/07/2016,3,4.5,12.9,8.4,1.6,0.00
2/07/2016,2,7.9,15.3,7.4,0.2,0.00
3/07/2016,4,9.9,15.9,6,0,0.00
4/07/2016,0,2.8,10.9,8.1,0,0.00
5/07/2016,4,4.8,12.7,7.9,7.4,0.00
6/07/2016,3,7.5,12.6,5.1,36.4,0.00
7/07/2016,4,10.1,13.1,3,2.6,0.00
8/07/2016,2,8,12.7,4.7,3.8,0.00
9/07/2016,4,5.7,13.7,8,0.2,0.00
10/07/2016,1,6.7,13.3,6.6,0.2,0.00
11/07/2016,4,7.1,17.5,10.4,3.8,0.00
12/07/2016,1,7,14.1,7.1,0,0.00
13/07/2016,5,3.6,9.6,6,6.6,0.00
14/07/2016,5,3.7,13.1,9.4,3.8,0.00
15/07/2016,3,9.4,13.4,4,0,0.00
16/07/2016,7,9.1,14.9,5.8,0,0.00
17/07/2016,4,-0.7,15.8,16.5,0.2,0.00
18/07/2016,4,1.1,19.2,18.1,0,0.00
19/07/2016,2,9.3,14.8,5.5,0.2,0.00
20/07/2016,4,8.9,16.2,7.3,0.6,0.00
21/07/2016,1,2.8,15.9,13.1,0.2,0.00
22/07/2016,0,5.6,16.1,10.5,14.4,0.00
23/07/2016,4,6.1,8.9,2.8,21.6,0.00
24/07/2016,7,1,12.4,11.4,5.4,0.00
25/07/2016,6,1.8,13.5,11.7,0,0.00
26/07/2016,0,6.9,11.3,4.4,6.6,0.00
27/07/2016,2,4.6,12.8,8.2,0,0.00
28/07/2016,3,8,13,5,1,0.00
29/07/2016,2,10.5,14.2,3.7,0,0.00
30/07/2016,3,6.9,15.9,9,1,0.00
31/07/2016,4,9.1,15.5,6.4,1.4,0.00
1/08/2016,3,2.6,13.3,10.7,0.2,0.00
2/08/2016,1,4.1,13.3,9.2,8,0.00
3/08/2016,2,8.1,13.8,5.7,1,0.00
4/08/2016,3,2,13.8,11.8,0,0.00
5/08/2016,1,5.8,14.5,8.7,0.2,0.00
6/08/2016,3,1.7,12.6,10.9,0,0.00
7/08/2016,2,4.1,15.2,11.1,0,0.00
8/08/2016,2,-0.2,13.8,14,0,0.00
9/08/2016,1,-0.2,17.7,17.9,0,0.00
10/08/2016,0,7,16.1,9.1,2.2,0.00
11/08/2016,1,6.5,13.8,7.3,8,0.00
12/08/2016,2,2,14.8,12.8,0,0.00
13/08/2016,7,5.3,15.6,10.3,0.8,0.00
14/08/2016,3,6.7,16.7,10,0,0.00
15/08/2016,1,6.9,17.7,10.8,0,0.00
16/08/2016,3,0.8,20.9,20.1,0,0.00
17/08/2016,3,4.9,14.8,9.9,3,0.00
18/08/2016,3,0.2,20.6,20.4,0.2,0.00
19/08/2016,3,6.7,18.4,11.7,0,0.00
20/08/2016,2,5.6,12.3,6.7,5.6,0.00
21/08/2016,6,6.9,15.2,8.3,1.4,0.00
22/08/2016,2,6.5,14.2,7.7,2.8,0.00
23/08/2016,2,4,14.3,10.3,4.4,0.00
24/08/2016,1,0.5,14.1,13.6,0.4,0.00
25/08/2016,5,3.6,13.3,9.7,1.6,0.00
26/08/2016,5,3,12.9,9.9,1.6,0.00
27/08/2016,3,0.8,14.9,14.1,0,0.00
28/08/2016,4,8.8,17.2,8.4,0,0.00
29/08/2016,2,2.3,18.7,16.4,0,0.00
30/08/2016,2,4,14,10,0,0.00
31/08/2016,1,8.2,18,9.8,6.8,0.00
1/09/2016,4,10.2,16.9,6.7,0.6,0.00
2/09/2016,0,9.8,13.2,3.4,2.2,0.00
3/09/2016,4,9.5,13.8,4.3,5,0.00
4/09/2016,0,9.1,14.8,5.7,0,0.00
5/09/2016,2,9.6,17.5,7.9,0,0.00
6/09/2016,2,3.2,19.3,16.1,0,0.00
7/09/2016,2,10,20.2,10.2,0,0.00
8/09/2016,1,5.3,23,17.7,0.2,0.00
9/09/2016,5,10.9,18,7.1,0.8,0.00
10/09/2016,3,11.7,14.1,2.4,12.6,0.00
11/09/2016,3,6.9,17,10.1,0,0.00
12/09/2016,3,9,12.5,3.5,4.2,0.00
13/09/2016,0,9.1,17.2,8.1,1.6,0.00
14/09/2016,2,9.2,17.5,8.3,2.4,0.00
15/09/2016,1,5.7,15.2,9.5,2.6,0.00
16/09/2016,2,8.6,15.8,7.2,0.4,0.00
17/09/2016,2,5.5,19.2,13.7,0,0.00
18/09/2016,6,6.8,11.7,4.9,0,0.00
19/09/2016,0,7.5,15.4,7.9,1.6,0.00
20/09/2016,0,1.8,19.2,17.4,0,0.00
21/09/2016,2,7.4,16,8.6,0,0.00
22/09/2016,2,10.4,14.1,3.7,6.2,0.00
23/09/2016,3,8.9,17.3,8.4,0,0.00
24/09/2016,4,8.8,21,12.2,0,0.00
25/09/2016,2,10.2,15.3,5.1,0.4,0.00
26/09/2016,1,1.5,16.6,15.1,0,0.00
27/09/2016,4,6,15.2,9.2,5.4,0.00
28/09/2016,3,2.4,18.7,16.3,0,0.00
29/09/2016,2,9.8,17.8,8,0.8,0.00
30/09/2016,2,4.7,15.2,10.5,0,0.00
1/10/2016,4,6,17.2,11.2,2.2,0.00
2/10/2016,5,2.7,25.4,22.7,0.6,0.00
3/10/2016,6,10.3,16.9,6.6,3.8,0.00
4/10/2016,1,9.1,15.4,6.3,7,0.00
5/10/2016,5,6.4,15.6,9.2,6,0.00
6/10/2016,1,11.5,24.8,13.3,1,0.00
7/10/2016,3,14.1,24.6,10.5,0.2,0.00
8/10/2016,6,5.7,18.1,12.4,0,0.00
9/10/2016,3,6.4,26.4,20,0,0.00
10/10/2016,3,8.5,15.3,6.8,3,0.00
11/10/2016,1,5.5,13.9,8.4,9,0.00
12/10/2016,1,7.8,13,5.2,1.4,0.00
13/10/2016,1,1.8,16.8,15,6,0.00
14/10/2016,4,1.3,22.2,20.9,0.2,0.00
15/10/2016,3,2.3,23.4,21.1,0,0.00
16/10/2016,5,12.1,25,12.9,0,0.00
17/10/2016,1,8.5,17.4,8.9,10,0.00
18/10/2016,5,10,16.7,6.7,4,0.00
19/10/2016,2,5.7,16.1,10.4,1.8,0.00
20/10/2016,3,1.2,22.2,21,0,0.00
21/10/2016,1,7.1,24.9,17.8,0,0.00
22/10/2016,4,6.4,15.2,8.8,15.2,0.00
23/10/2016,2,6.5,14.7,8.2,10.6,0.00
24/10/2016,5,6.9,16.9,10,0.2,0.00
25/10/2016,2,4.5,25.3,20.8,0,0.00
26/10/2016,0,9.9,22.7,12.8,0,0.00
27/10/2016,0,7.9,17.4,9.5,0,0.00
28/10/2016,3,2.9,21.1,18.2,0,0.00
29/10/2016,3,4.1,21.6,17.5,0,0.00
30/10/2016,7,11.1,27.7,16.6,0,0.00
31/10/2016,6,6.7,16.8,10.1,3,0.00
1/11/2016,5,4.3,17.8,13.5,0.4,0.00
2/11/2016,1,8.2,16.2,8,2.2,0.00
3/11/2016,1,10,20.7,10.7,0,0.00
4/11/2016,3,4.3,27.1,22.8,0.2,0.00
5/11/2016,3,8.2,15.5,7.3,1.4,0.00
6/11/2016,4,9.1,21,11.9,6.4,0.00
7/11/2016,0,7.2,27.7,20.5,0,0.00
8/11/2016,4,11.3,19.1,7.8,0.4,0.00
9/11/2016,1,8.6,18.8,10.2,0,0.00
10/11/2016,4,11.7,18.6,6.9,0,0.00
11/11/2016,0,4.8,22.1,17.3,0,0.00
12/11/2016,8,12.1,26.2,14.1,0,0.00
13/11/2016,2,12.9,19,6.1,1,0.00
14/11/2016,2,11.7,17.7,6,6.8,0.00
15/11/2016,2,9.4,17.6,8.2,3.6,0.00
16/11/2016,2,11.7,23.1,11.4,0.2,0.00
17/11/2016,2,11,30.2,19.2,0.2,0.00
18/11/2016,1,13.2,21.7,8.5,0,0.00
19/11/2016,4,7.8,23.9,16.1,0,0.00
20/11/2016,6,8.8,29.9,21.1,0,0.00
21/11/2016,4,11.5,37,25.5,0,0.00
22/11/2016,4,15,16,1,1.6,0.00
23/11/2016,1,9.5,17,7.5,25.4,0.00
24/11/2016,0,8.7,17.6,8.9,6.6,0.00
25/11/2016,2,9.3,17.5,8.2,1,0.00
26/11/2016,6,10,17.6,7.6,0.2,0.00
27/11/2016,2,10.3,20.4,10.1,0,0.00
28/11/2016,2,11.9,21.6,9.7,0,0.00
29/11/2016,2,9.9,24.4,14.5,0,0.00
30/11/2016,3,11.9,24.9,13,0,0.00
1/12/2016,2,14.4,25.4,11,0,0.00
2/12/2016,3,12.3,24,11.7,0,0.00
3/12/2016,2,7.1,25.4,18.3,0,0.00
4/12/2016,6,12.1,30.5,18.4,0,0.00
5/12/2016,2,15.8,22.1,6.3,1.2,0.00
6/12/2016,2,12.2,22.4,10.2,0,0.00
7/12/2016,2,4.6,26,21.4,0,0.00
8/12/2016,4,11,24.1,13.1,0,0.00
9/12/2016,3,9.3,17.5,8.2,16.4,0.00
10/12/2016,4,10.1,19.5,9.4,0.4,0.00
11/12/2016,7,10.7,22.6,11.9,0,0.00
12/12/2016,2,9.7,31.1,21.4,0,0.00
13/12/2016,1,10,36.6,26.6,0,0.00
14/12/2016,1,14.4,21.2,6.8,0.2,0.00
15/12/2016,1,4,22.7,18.7,0.4,0.00
16/12/2016,3,10.4,27.8,17.4,0,0.00
17/12/2016,3,15.2,20.8,5.6,13.6,0.00
18/12/2016,2,7.8,19.8,12,0,0.00
19/12/2016,7,8.6,30.3,21.7,0.2,0.00
20/12/2016,0,13.3,21.9,8.6,1.6,0.00
21/12/2016,1,12.2,21.5,9.3,0,0.00
22/12/2016,1,8.2,25.9,17.7,0.2,0.00
23/12/2016,3,11.3,33,21.7,0,5.67
24/12/2016,2,15.1,35.8,20.7,0,8.91
25/12/2016,3,14,36.6,22.6,0,0.09
26/12/2016,2,14.9,32.1,17.2,0,1.93
27/12/2016,2,16.7,26.8,10.1,10,11.71
28/12/2016,6,19.9,32.7,12.8,0.8,12.96
29/12/2016,1,20.3,35.1,14.8,1.4,0.51
30/12/2016,4,19.3,25.5,6.2,47.2,0.00
31/12/2016,0,15.7,25.8,10.1,0.2,0.00
1/01/2017,2,15.6,21.5,5.9,0,0.00
2/01/2017,3,13.7,20.1,6.4,0,0.00
3/01/2017,5,13.8,25.1,11.3,0,0.00
4/01/2017,2,13.1,27.2,14.1,0,0.00
5/01/2017,2,15.9,31.6,15.7,1.4,5.08
6/01/2017,4,17,29.8,12.8,0.2,14.29
7/01/2017,1,17.2,35.7,18.5,0,4.49
8/01/2017,3,19.4,36.2,16.8,0,0.00
9/01/2017,1,15.1,23.6,8.5,0,0.00
10/01/2017,2,11.8,30.6,18.8,0,0.00
11/01/2017,3,16.4,25.3,8.9,0,0.00
12/01/2017,4,12.4,28.9,16.5,0,0.00
13/01/2017,2,13.8,24.2,10.4,0.2,0.00
14/01/2017,2,14.5,23.1,8.6,6.2,0.00
15/01/2017,4,14.1,23.3,9.2,0,0.00
16/01/2017,0,8.2,31.8,23.6,0,0.00
17/01/2017,4,14.2,36.7,22.5,0,0.00
18/01/2017,1,15.3,22.8,7.5,0,0.00
19/01/2017,1,4.7,24.9,20.2,0,0.00
20/01/2017,2,15.2,20.8,5.6,8.6,0.00
21/01/2017,4,12.9,23.4,10.5,3.4,0.00
22/01/2017,4,8.9,29.2,20.3,0.2,0.00
23/01/2017,5,14.5,36,21.5,0,0.00
24/01/2017,1,17.9,23.9,6,1.8,0.00
25/01/2017,3,6.2,26.2,20,0,0.00
26/01/2017,3,10,25,15,0,0.00
27/01/2017,1,14.4,29.7,15.3,0,0.00
28/01/2017,1,11.6,31.5,19.9,0,0.00
29/01/2017,1,14.8,30.8,16,0,0.00
30/01/2017,2,12.8,31.8,19,0,0.00
31/01/2017,0,15.6,24.2,8.6,0,0.00
1/02/2017,3,7.1,24.4,17.3,0,0.00
2/02/2017,0,8.7,26,17.3,0,0.00
3/02/2017,0,8.7,29,20.3,0,0.00
4/02/2017,1,9.1,36,26.9,0,0.00
5/02/2017,2,17.4,31.5,14.1,0,0.00
6/02/2017,1,14.8,16.8,2,20.2,0.00
7/02/2017,1,13.3,21.9,8.6,0,0.00
8/02/2017,2,16.4,31.4,15,0,11.49
9/02/2017,1,17.6,37.8,20.2,0,8.67
10/02/2017,2,17,33.1,16.1,0,0.00
11/02/2017,0,17.1,28.7,11.6,0,0.00
12/02/2017,2,13.7,19,5.3,3,0.00
13/02/2017,6,11.8,20.2,8.4,2.8,0.00
14/02/2017,0,12.1,20.6,8.5,0.8,0.00
15/02/2017,2,7.6,31.4,23.8,0,0.00
16/02/2017,1,12.9,28.3,15.4,0,0.00
17/02/2017,4,14.4,25.3,10.9,0,0.00
18/02/2017,3,13.3,20.2,6.9,0,0.00
19/02/2017,4,8.6,19.3,10.7,0,0.00
20/02/2017,1,8.9,18.5,9.6,8.2,0.00
21/02/2017,2,11.7,23.8,12.1,4.2,0.00
22/02/2017,2,8.9,31.2,22.3,0,0.00
23/02/2017,4,13.7,27.1,13.4,0,0.00
24/02/2017,3,14.6,21.9,7.3,0,0.00
25/02/2017,2,7.9,22.4,14.5,0,0.00
26/02/2017,2,12,26.3,14.3,0,0.00
27/02/2017,2,11.3,31.9,20.6,0,0.00
28/02/2017,0,9.8,33.1,23.3,0,0.00
1/03/2017,0,7.8,33.3,25.5,0,0.00
2/03/2017,5,11.8,31.6,19.8,0,0.00
3/03/2017,2,14.9,26.3,11.4,0,0.00
4/03/2017,7,15.5,27.6,12.1,0,0.00
5/03/2017,2,18.7,26.4,7.7,0,0.00
